20260730,-5..0,-2.5,1.14288,1.16321,0.93571,0.75820,419
20260730,0..5,2.5,1.08091,1.28216,0.88498,0.75195,2952
20260730,5..10,7.5,1.01727,1.40762,0.83287,0.74224,17192
20260730,10..15,12.5,0.97128,1.49256,0.79521,0.74095,35466
20260730,15..20,17.5,0.93041,1.56266,0.76176,0.74517,32739
20260730,20..30,25.0,0.91135,1.56964,0.74615,0.77287,27025
20260731,-5..0,-2.5,1.13681,1.17782,0.93074,0.75463,310
20260731,0..5,2.5,1.07804,1.28849,0.88263,0.75084,3155
20260731,5..10,7.5,1.01961,1.40203,0.83479,0.74356,17850
20260731,10..15,12.5,0.96991,1.49594,0.79410,0.74005,38011
20260731,15..20,17.5,0.92939,1.56478,0.76092,0.74491,29441
20260731,20..30,25.0,0.90992,1.57264,0.74498,0.77247,28425
20260732,-5..0,-2.5,1.14419,1.15901,0.93678,0.76001,462
20260732,0..5,2.5,1.08200,1.27961,0.88586,0.75253,3381
20260732,5..10,7.5,1.01901,1.40363,0.83429,0.74306,18476
20260732,10..15,12.5,0.97093,1.49376,0.79493,0.74039,33505
20260732,15..20,17.5,0.93232,1.55782,0.76332,0.74654,28526
20260732,20..30,25.0,0.90236,1.59182,0.73879,0.76702,27119
20260733,-5..0,-2.5,1.13785,1.17376,0.93159,0.75679,378
20260733,0..5,2.5,1.07762,1.29026,0.88228,0.74983,2848
20260733,5..10,7.5,1.01925,1.40300,0.83449,0.74327,16642
20260733,10..15,12.5,0.97201,1.48968,0.79581,0.74250,35136
20260733,15..20,17.5,0.93132,1.56074,0.76250,0.74543,29503
20260733,20..30,25.0,0.92031,1.54464,0.75349,0.78156,31259
20260734,-5..0,-2.5,1.14906,1.14680,0.94077,0.76337,337
20260734,0..5,2.5,1.07404,1.29948,0.87935,0.74713,3280
20260734,5..10,7.5,1.01300,1.41834,0.82937,0.73929,18565
20260734,10..15,12.5,0.97159,1.49210,0.79547,0.74084,35642
20260734,15..20,17.5,0.93476,1.55142,0.76532,0.74850,28665
20260734,20..30,25.0,0.91643,1.55383,0.75031,0.77943,29788
20260735,-5..0,-2.5,1.14049,1.16644,0.93375,0.75932,388
20260735,0..5,2.5,1.08088,1.28245,0.88495,0.75172,3293
20260735,5..10,7.5,1.01458,1.41521,0.83067,0.73954,15871
20260735,10..15,12.5,0.97097,1.49284,0.79496,0.74123,29746
20260735,15..20,17.5,0.92968,1.56462,0.76115,0.74455,29774
20260735,20..30,25.0,0.91230,1.56602,0.74692,0.77476,30000
20260736,-5..0,-2.5,1.14110,1.16557,0.93425,0.75908,337
20260736,0..5,2.5,1.07715,1.29073,0.88190,0.75022,3227
20260736,5..10,7.5,1.01658,1.40938,0.83231,0.74173,18396
20260736,10..15,12.5,0.96923,1.49797,0.79354,0.73927,33778
20260736,15..20,17.5,0.93280,1.55672,0.76371,0.74677,27194
20260736,20..30,25.0,0.91152,1.56688,0.74629,0.77532,27188
20260737,-5..0,-2.5,1.13535,1.18217,0.92955,0.75293,379
20260737,0..5,2.5,1.07475,1.29732,0.87993,0.74801,3309
20260737,5..10,7.5,1.01842,1.40552,0.83381,0.74225,18857
20260737,10..15,12.5,0.97255,1.48902,0.79626,0.74217,34630
20260737,15..20,17.5,0.92772,1.57010,0.75955,0.74264,26561
20260737,20..30,25.0,0.90344,1.59032,0.73968,0.76656,27967
20260738,-5..0,-2.5,1.14645,1.15548,0.93864,0.75943,435
20260738,0..5,2.5,1.07689,1.29152,0.88168,0.74991,3360
20260738,5..10,7.5,1.02080,1.39884,0.83576,0.74460,17287
20260738,10..15,12.5,0.97533,1.48159,0.79854,0.74454,33875
20260738,15..20,17.5,0.92976,1.56483,0.76123,0.74418,25212
20260738,20..30,25.0,0.90623,1.58158,0.74196,0.77023,30204
20260739,-5..0,-2.5,1.13851,1.17181,0.93213,0.75755,372
20260739,0..5,2.5,1.08172,1.28080,0.88564,0.75185,3909
20260739,5..10,7.5,1.01322,1.41832,0.82956,0.73890,18219
20260739,10..15,12.5,0.96946,1.49726,0.79373,0.73955,34231
20260739,15..20,17.5,0.93206,1.55882,0.76310,0.74602,26505
20260739,20..30,25.0,0.91685,1.55370,0.75065,0.77880,24536
20260740,-5..0,-2.5,1.14016,1.16981,0.93349,0.75655,455
20260740,0..5,2.5,1.08003,1.28412,0.88425,0.75161,3200
20260740,5..10,7.5,1.01970,1.40176,0.83486,0.74369,18425
20260740,10..15,12.5,0.97153,1.49135,0.79542,0.74169,34784
20260740,15..20,17.5,0.92761,1.57003,0.75946,0.74289,27725
20260740,20..30,25.0,0.91253,1.56461,0.74712,0.77574,27264
20260741,-5..0,-2.5,1.13285,1.18704,0.92750,0.75261,347
20260741,0..5,2.5,1.07887,1.28649,0.88330,0.75134,3507
20260741,5..10,7.5,1.01595,1.41183,0.83179,0.74043,17944
20260741,10..15,12.5,0.97089,1.49317,0.79490,0.74105,32127
20260741,15..20,17.5,0.92746,1.57034,0.75934,0.74286,29195
20260741,20..30,25.0,0.91526,1.55758,0.74935,0.77780,28692
20260742,-5..0,-2.5,1.14203,1.16496,0.93502,0.75799,379
20260742,0..5,2.5,1.08854,1.26254,0.89122,0.75770,3824
20260742,5..10,7.5,1.01845,1.40505,0.83384,0.74266,18178
20260742,10..15,12.5,0.97210,1.49023,0.79588,0.74179,31909
20260742,15..20,17.5,0.93202,1.55805,0.76307,0.74686,26116
20260742,20..30,25.0,0.91177,1.56617,0.74650,0.77556,31457
20260743,-5..0,-2.5,1.13795,1.17453,0.93168,0.75584,427
20260743,0..5,2.5,1.08654,1.26876,0.88958,0.75512,3332
20260743,5..10,7.5,1.01367,1.41701,0.82992,0.73940,16580
20260743,10..15,12.5,0.96875,1.49861,0.79314,0.73950,32800
20260743,15..20,17.5,0.92594,1.57439,0.75810,0.74157,30047
20260743,20..30,25.0,0.90199,1.59346,0.73848,0.76607,26306
20260744,-5..0,-2.5,1.13731,1.17708,0.93115,0.75445,392
20260744,0..5,2.5,1.08300,1.27652,0.88668,0.75380,2807
20260744,5..10,7.5,1.01597,1.41085,0.83181,0.74137,16898
20260744,10..15,12.5,0.97177,1.49121,0.79562,0.74140,37045
20260744,15..20,17.5,0.93107,1.56150,0.76230,0.74512,24783
20260744,20..30,25.0,0.91069,1.56930,0.74561,0.77439,30144
20260745,-5..0,-2.5,1.14174,1.16463,0.93478,0.75885,455
20260745,0..5,2.5,1.08274,1.27814,0.88647,0.75266,3181
20260745,5..10,7.5,1.01572,1.41159,0.83160,0.74110,15692
20260745,10..15,12.5,0.97237,1.48904,0.79611,0.74249,34720
20260745,15..20,17.5,0.93216,1.55774,0.76319,0.74691,27166
20260745,20..30,25.0,0.91625,1.55428,0.75016,0.77931,29747
20260746,-5..0,-2.5,1.14384,1.16179,0.93650,0.75787,286
20260746,0..5,2.5,1.07798,1.28952,0.88258,0.74992,3232
20260746,5..10,7.5,1.01788,1.40651,0.83337,0.74224,17315
20260746,10..15,12.5,0.97244,1.48923,0.79616,0.74217,33741
20260746,15..20,17.5,0.92920,1.56582,0.76076,0.74423,28784
20260746,20..30,25.0,0.91376,1.56320,0.74813,0.77491,29630
20260747,-5..0,-2.5,1.13844,1.17430,0.93208,0.75518,312
20260747,0..5,2.5,1.08304,1.27530,0.88672,0.75495,3149
20260747,5..10,7.5,1.01594,1.41146,0.83179,0.74081,17332
20260747,10..15,12.5,0.96817,1.50024,0.79267,0.73892,34734
20260747,15..20,17.5,0.93084,1.56179,0.76211,0.74526,30723
20260747,20..30,25.0,0.90819,1.57739,0.74357,0.77085,28324
20260748,-5..0,-2.5,1.14469,1.16086,0.93719,0.75725,402
20260748,0..5,2.5,1.08146,1.28098,0.88543,0.75213,3300
20260748,5..10,7.5,1.01611,1.41089,0.83192,0.74107,17214
20260748,10..15,12.5,0.97249,1.48884,0.79621,0.74246,36574
20260748,15..20,17.5,0.92868,1.56745,0.76034,0.74353,27762
20260748,20..30,25.0,0.91243,1.56664,0.74703,0.77390,26053
20260749,-5..0,-2.5,1.14094,1.16775,0.93412,0.75718,324
20260749,0..5,2.5,1.07793,1.29017,0.88253,0.74937,3172
20260749,5..10,7.5,1.01608,1.41059,0.83190,0.74143,19712
20260749,10..15,12.5,0.97509,1.48300,0.79833,0.74358,29883
20260749,15..20,17.5,0.93646,1.54676,0.76671,0.75007,26831
20260749,20..30,25.0,0.91144,1.56774,0.74622,0.77460,30471
20260750,-5..0,-2.5,1.14146,1.16711,0.93455,0.75688,315
20260750,0..5,2.5,1.08264,1.27825,0.88639,0.75273,3579
20260750,5..10,7.5,1.01547,1.41217,0.83140,0.74095,17579
20260750,10..15,12.5,0.96993,1.49567,0.79411,0.74029,33861
20260750,15..20,17.5,0.93073,1.56174,0.76202,0.74552,29258
20260750,20..30,25.0,0.91091,1.56919,0.74579,0.77412,30065
20260751,-5..0,-2.5,1.14452,1.16054,0.93705,0.75788,327
20260751,0..5,2.5,1.08112,1.27997,0.88515,0.75376,3290
20260751,5..10,7.5,1.01551,1.41228,0.83143,0.74079,19743
20260751,10..15,12.5,0.97357,1.48649,0.79709,0.74285,35824
20260751,15..20,17.5,0.92895,1.56656,0.76056,0.74394,31476
20260751,20..30,25.0,0.91327,1.56384,0.74772,0.77517,27427
20260752,-5..0,-2.5,1.14047,1.17051,0.93374,0.75528,488
20260752,0..5,2.5,1.08582,1.26985,0.88900,0.75533,3034
20260752,5..10,7.5,1.01645,1.40944,0.83220,0.74191,19135
20260752,10..15,12.5,0.97332,1.48775,0.79689,0.74204,33670
20260752,15..20,17.5,0.93213,1.55767,0.76316,0.74705,27038
20260752,20..30,25.0,0.90922,1.57477,0.74441,0.77161,31809
20260753,-5..0,-2.5,1.14354,1.16247,0.93625,0.75774,428
20260753,0..5,2.5,1.07896,1.28746,0.88338,0.75020,3276
20260753,5..10,7.5,1.01676,1.40935,0.83245,0.74144,17877
20260753,10..15,12.5,0.96713,1.50313,0.79182,0.73791,34412
20260753,15..20,17.5,0.92588,1.57452,0.75805,0.74155,27434
20260753,20..30,25.0,0.90876,1.57502,0.74403,0.77219,28494
20260754,-5..0,-2.5,1.14075,1.16834,0.93397,0.75694,339
20260754,0..5,2.5,1.08431,1.27288,0.88776,0.75505,3040
20260754,5..10,7.5,1.01935,1.40312,0.83457,0.74296,17158
20260754,10..15,12.5,0.96880,1.49804,0.79319,0.73997,33630
20260754,15..20,17.5,0.92738,1.57087,0.75927,0.74247,31611
20260754,20..30,25.0,0.90725,1.57948,0.74279,0.77048,31289
20260755,-5..0,-2.5,1.14309,1.16369,0.93588,0.75734,315
20260755,0..5,2.5,1.07759,1.28936,0.88226,0.75079,3447
20260755,5..10,7.5,1.01609,1.41058,0.83191,0.74142,19230
20260755,10..15,12.5,0.96976,1.49678,0.79397,0.73949,32550
20260755,15..20,17.5,0.92701,1.57136,0.75897,0.74265,27092
20260755,20..30,25.0,0.91855,1.54923,0.75204,0.78018,27827
20260756,-5..0,-2.5,1.13859,1.17507,0.93220,0.75414,283
20260756,0..5,2.5,1.07953,1.28598,0.88384,0.75065,3228
20260756,5..10,7.5,1.01578,1.41151,0.83165,0.74106,18394
20260756,10..15,12.5,0.97302,1.48794,0.79664,0.74240,35082
20260756,15..20,17.5,0.92924,1.56554,0.76080,0.74442,25898
20260756,20..30,25.0,0.91621,1.55538,0.75013,0.77828,29538
20260757,-5..0,-2.5,1.14225,1.16360,0.93520,0.75895,378
20260757,0..5,2.5,1.08472,1.27254,0.88809,0.75465,3175
20260757,5..10,7.5,1.01308,1.41800,0.82944,0.73948,17570
20260757,10..15,12.5,0.97020,1.49472,0.79434,0.74074,36226
20260757,15..20,17.5,0.93120,1.56168,0.76240,0.74473,27649
20260757,20..30,25.0,0.92162,1.54111,0.75456,0.78271,25952
20260758,-5..0,-2.5,1.13789,1.17568,0.93163,0.75480,353
20260758,0..5,2.5,1.08239,1.27818,0.88618,0.75325,2983
20260758,5..10,7.5,1.01373,1.41685,0.82997,0.73946,19195
20260758,10..15,12.5,0.97285,1.48831,0.79650,0.74234,36917
20260758,15..20,17.5,0.93037,1.56317,0.76172,0.74474,29915
20260758,20..30,25.0,0.91680,1.55384,0.75061,0.77875,28857
20260759,-5..0,-2.5,1.13910,1.17337,0.93261,0.75492,348
20260759,0..5,2.5,1.08343,1.27556,0.88704,0.75398,3786
20260759,5..10,7.5,1.01976,1.40176,0.83491,0.74356,18466
20260759,10..15,12.5,0.97412,1.48511,0.79754,0.74323,33991
20260759,15..20,17.5,0.93045,1.56268,0.76179,0.74509,29373
20260759,20..30,25.0,0.91975,1.54666,0.75303,0.78056,26367
