t_s,availability,run_id,data_origin
0.0,0.9996,S2_baseline_r06,synthetic_reference
1.0,0.99806,S2_baseline_r06,synthetic_reference
2.0,1.0,S2_baseline_r06,synthetic_reference
3.0,1.0,S2_baseline_r06,synthetic_reference
4.0,0.99796,S2_baseline_r06,synthetic_reference
5.0,0.99815,S2_baseline_r06,synthetic_reference
6.0,1.0,S2_baseline_r06,synthetic_reference
7.0,1.0,S2_baseline_r06,synthetic_reference
8.0,0.99834,S2_baseline_r06,synthetic_reference
9.0,0.9986,S2_baseline_r06,synthetic_reference
10.0,0.99904,S2_baseline_r06,synthetic_reference
11.0,1.0,S2_baseline_r06,synthetic_reference
12.0,0.99956,S2_baseline_r06,synthetic_reference
13.0,1.0,S2_baseline_r06,synthetic_reference
14.0,1.0,S2_baseline_r06,synthetic_reference
15.0,1.0,S2_baseline_r06,synthetic_reference
16.0,1.0,S2_baseline_r06,synthetic_reference
17.0,0.99543,S2_baseline_r06,synthetic_reference
18.0,1.0,S2_baseline_r06,synthetic_reference
19.0,0.99645,S2_baseline_r06,synthetic_reference
20.0,0.99712,S2_baseline_r06,synthetic_reference
21.0,0.99758,S2_baseline_r06,synthetic_reference
22.0,0.99493,S2_baseline_r06,synthetic_reference
23.0,0.99716,S2_baseline_r06,synthetic_reference
24.0,1.0,S2_baseline_r06,synthetic_reference
25.0,1.0,S2_baseline_r06,synthetic_reference
26.0,0.99949,S2_baseline_r06,synthetic_reference
27.0,0.99707,S2_baseline_r06,synthetic_reference
28.0,0.99787,S2_baseline_r06,synthetic_reference
29.0,0.99772,S2_baseline_r06,synthetic_reference
30.0,0.99913,S2_baseline_r06,synthetic_reference
31.0,1.0,S2_baseline_r06,synthetic_reference
32.0,0.99721,S2_baseline_r06,synthetic_reference
33.0,0.99741,S2_baseline_r06,synthetic_reference
34.0,0.99829,S2_baseline_r06,synthetic_reference
35.0,1.0,S2_baseline_r06,synthetic_reference
36.0,1.0,S2_baseline_r06,synthetic_reference
37.0,0.99756,S2_baseline_r06,synthetic_reference
