t_s,availability,run_id,data_origin
0.0,0.99594,S2_baseline_r01,synthetic_reference
1.0,0.99803,S2_baseline_r01,synthetic_reference
2.0,0.99606,S2_baseline_r01,synthetic_reference
3.0,0.99792,S2_baseline_r01,synthetic_reference
4.0,1.0,S2_baseline_r01,synthetic_reference
5.0,0.99754,S2_baseline_r01,synthetic_reference
6.0,0.99957,S2_baseline_r01,synthetic_reference
7.0,1.0,S2_baseline_r01,synthetic_reference
8.0,1.0,S2_baseline_r01,synthetic_reference
9.0,1.0,S2_baseline_r01,synthetic_reference
10.0,1.0,S2_baseline_r01,synthetic_reference
11.0,0.9984,S2_baseline_r01,synthetic_reference
12.0,1.0,S2_baseline_r01,synthetic_reference
13.0,0.99999,S2_baseline_r01,synthetic_reference
14.0,0.99756,S2_baseline_r01,synthetic_reference
15.0,0.99885,S2_baseline_r01,synthetic_reference
16.0,0.99866,S2_baseline_r01,synthetic_reference
17.0,0.99937,S2_baseline_r01,synthetic_reference
18.0,1.0,S2_baseline_r01,synthetic_reference
19.0,0.99309,S2_baseline_r01,synthetic_reference
20.0,0.99617,S2_baseline_r01,synthetic_reference
21.0,0.99922,S2_baseline_r01,synthetic_reference
22.0,0.99592,S2_baseline_r01,synthetic_reference
23.0,0.99301,S2_baseline_r01,synthetic_reference
24.0,0.99473,S2_baseline_r01,synthetic_reference
25.0,0.99733,S2_baseline_r01,synthetic_reference
26.0,0.99993,S2_baseline_r01,synthetic_reference
27.0,1.0,S2_baseline_r01,synthetic_reference
28.0,0.99721,S2_baseline_r01,synthetic_reference
29.0,1.0,S2_baseline_r01,synthetic_reference
30.0,0.99717,S2_baseline_r01,synthetic_reference
31.0,0.99731,S2_baseline_r01,synthetic_reference
32.0,1.0,S2_baseline_r01,synthetic_reference
33.0,1.0,S2_baseline_r01,synthetic_reference
34.0,0.99777,S2_baseline_r01,synthetic_reference
35.0,0.99843,S2_baseline_r01,synthetic_reference
36.0,1.0,S2_baseline_r01,synthetic_reference
37.0,1.0,S2_baseline_r01,synthetic_reference
38.0,0.99676,S2_baseline_r01,synthetic_reference
39.0,0.99831,S2_baseline_r01,synthetic_reference
40.0,0.99993,S2_baseline_r01,synthetic_reference
41.0,0.99977,S2_baseline_r01,synthetic_reference
42.0,0.99807,S2_baseline_r01,synthetic_reference
43.0,0.99999,S2_baseline_r01,synthetic_reference
44.0,0.99824,S2_baseline_r01,synthetic_reference
45.0,0.9941,S2_baseline_r01,synthetic_reference
46.0,0.9993,S2_baseline_r01,synthetic_reference
47.0,1.0,S2_baseline_r01,synthetic_reference
48.0,0.99723,S2_baseline_r01,synthetic_reference
49.0,1.0,S2_baseline_r01,synthetic_reference
50.0,0.99932,S2_baseline_r01,synthetic_reference
51.0,0.99502,S2_baseline_r01,synthetic_reference
52.0,0.99936,S2_baseline_r01,synthetic_reference
53.0,0.99945,S2_baseline_r01,synthetic_reference
54.0,0.99974,S2_baseline_r01,synthetic_reference
55.0,1.0,S2_baseline_r01,synthetic_reference
56.0,0.99932,S2_baseline_r01,synthetic_reference
57.0,1.0,S2_baseline_r01,synthetic_reference
58.0,1.0,S2_baseline_r01,synthetic_reference
59.0,0.99939,S2_baseline_r01,synthetic_reference
60.0,0.99975,S2_baseline_r01,synthetic_reference
61.0,0.9974,S2_baseline_r01,synthetic_reference
62.0,0.99851,S2_baseline_r01,synthetic_reference
63.0,1.0,S2_baseline_r01,synthetic_reference
64.0,0.99821,S2_baseline_r01,synthetic_reference
65.0,1.0,S2_baseline_r01,synthetic_reference
66.0,0.99692,S2_baseline_r01,synthetic_reference
67.0,1.0,S2_baseline_r01,synthetic_reference
68.0,0.99989,S2_baseline_r01,synthetic_reference
69.0,0.99917,S2_baseline_r01,synthetic_reference
70.0,1.0,S2_baseline_r01,synthetic_reference
71.0,0.99876,S2_baseline_r01,synthetic_reference
72.0,0.99696,S2_baseline_r01,synthetic_reference
73.0,0.99814,S2_baseline_r01,synthetic_reference
74.0,0.99774,S2_baseline_r01,synthetic_reference
75.0,0.99929,S2_baseline_r01,synthetic_reference
76.0,0.99575,S2_baseline_r01,synthetic_reference
77.0,0.99854,S2_baseline_r01,synthetic_reference
78.0,0.99418,S2_baseline_r01,synthetic_reference
79.0,1.0,S2_baseline_r01,synthetic_reference
80.0,1.0,S2_baseline_r01,synthetic_reference
81.0,0.9976,S2_baseline_r01,synthetic_reference
82.0,1.0,S2_baseline_r01,synthetic_reference
83.0,0.99786,S2_baseline_r01,synthetic_reference
84.0,0.99646,S2_baseline_r01,synthetic_reference
85.0,1.0,S2_baseline_r01,synthetic_reference
86.0,1.0,S2_baseline_r01,synthetic_reference
87.0,0.99804,S2_baseline_r01,synthetic_reference
88.0,0.99767,S2_baseline_r01,synthetic_reference
89.0,1.0,S2_baseline_r01,synthetic_reference
90.0,0.99722,S2_baseline_r01,synthetic_reference
91.0,1.0,S2_baseline_r01,synthetic_reference
92.0,1.0,S2_baseline_r01,synthetic_reference
93.0,1.0,S2_baseline_r01,synthetic_reference
94.0,0.99756,S2_baseline_r01,synthetic_reference
95.0,1.0,S2_baseline_r01,synthetic_reference
96.0,0.99809,S2_baseline_r01,synthetic_reference
97.0,0.99755,S2_baseline_r01,synthetic_reference
98.0,1.0,S2_baseline_r01,synthetic_reference
99.0,1.0,S2_baseline_r01,synthetic_reference
100.0,0.99572,S2_baseline_r01,synthetic_reference
101.0,0.99637,S2_baseline_r01,synthetic_reference
102.0,1.0,S2_baseline_r01,synthetic_reference
103.0,0.99403,S2_baseline_r01,synthetic_reference
104.0,1.0,S2_baseline_r01,synthetic_reference
105.0,0.99949,S2_baseline_r01,synthetic_reference
106.0,1.0,S2_baseline_r01,synthetic_reference
107.0,0.99598,S2_baseline_r01,synthetic_reference
108.0,1.0,S2_baseline_r01,synthetic_reference
109.0,0.99835,S2_baseline_r01,synthetic_reference
110.0,1.0,S2_baseline_r01,synthetic_reference
111.0,0.99455,S2_baseline_r01,synthetic_reference
112.0,0.99914,S2_baseline_r01,synthetic_reference
113.0,0.99652,S2_baseline_r01,synthetic_reference
114.0,0.99894,S2_baseline_r01,synthetic_reference
115.0,1.0,S2_baseline_r01,synthetic_reference
116.0,0.9977,S2_baseline_r01,synthetic_reference
117.0,0.99761,S2_baseline_r01,synthetic_reference
118.0,0.99676,S2_baseline_r01,synthetic_reference
119.0,1.0,S2_baseline_r01,synthetic_reference
120.0,1.0,S2_baseline_r01,synthetic_reference
121.0,0.99366,S2_baseline_r01,synthetic_reference
122.0,0.99138,S2_baseline_r01,synthetic_reference
123.0,0.98439,S2_baseline_r01,synthetic_reference
124.0,0.98217,S2_baseline_r01,synthetic_reference
125.0,0.98161,S2_baseline_r01,synthetic_reference
126.0,0.97554,S2_baseline_r01,synthetic_reference
127.0,0.9676,S2_baseline_r01,synthetic_reference
128.0,0.96836,S2_baseline_r01,synthetic_reference
129.0,0.96182,S2_baseline_r01,synthetic_reference
130.0,0.95682,S2_baseline_r01,synthetic_reference
131.0,0.95189,S2_baseline_r01,synthetic_reference
132.0,0.95353,S2_baseline_r01,synthetic_reference
133.0,0.9448,S2_baseline_r01,synthetic_reference
134.0,0.95096,S2_baseline_r01,synthetic_reference
135.0,0.94437,S2_baseline_r01,synthetic_reference
136.0,0.93433,S2_baseline_r01,synthetic_reference
137.0,0.93396,S2_baseline_r01,synthetic_reference
138.0,0.93836,S2_baseline_r01,synthetic_reference
139.0,0.92528,S2_baseline_r01,synthetic_reference
140.0,0.92749,S2_baseline_r01,synthetic_reference
141.0,0.92251,S2_baseline_r01,synthetic_reference
142.0,0.92264,S2_baseline_r01,synthetic_reference
143.0,0.9181,S2_baseline_r01,synthetic_reference
144.0,0.91683,S2_baseline_r01,synthetic_reference
145.0,0.91375,S2_baseline_r01,synthetic_reference
146.0,0.90654,S2_baseline_r01,synthetic_reference
147.0,0.91178,S2_baseline_r01,synthetic_reference
148.0,0.90504,S2_baseline_r01,synthetic_reference
149.0,0.90568,S2_baseline_r01,synthetic_reference
150.0,0.9034,S2_baseline_r01,synthetic_reference
151.0,0.8964,S2_baseline_r01,synthetic_reference
152.0,0.89268,S2_baseline_r01,synthetic_reference
153.0,0.88966,S2_baseline_r01,synthetic_reference
154.0,0.88657,S2_baseline_r01,synthetic_reference
155.0,0.89106,S2_baseline_r01,synthetic_reference
156.0,0.88769,S2_baseline_r01,synthetic_reference
157.0,0.88181,S2_baseline_r01,synthetic_reference
158.0,0.88499,S2_baseline_r01,synthetic_reference
159.0,0.87932,S2_baseline_r01,synthetic_reference
160.0,0.88085,S2_baseline_r01,synthetic_reference
161.0,0.87288,S2_baseline_r01,synthetic_reference
162.0,0.87651,S2_baseline_r01,synthetic_reference
163.0,0.87469,S2_baseline_r01,synthetic_reference
164.0,0.87129,S2_baseline_r01,synthetic_reference
165.0,0.86587,S2_baseline_r01,synthetic_reference
166.0,0.86617,S2_baseline_r01,synthetic_reference
167.0,0.8658,S2_baseline_r01,synthetic_reference
168.0,0.86619,S2_baseline_r01,synthetic_reference
169.0,0.86122,S2_baseline_r01,synthetic_reference
170.0,0.85758,S2_baseline_r01,synthetic_reference
171.0,0.8638,S2_baseline_r01,synthetic_reference
172.0,0.85425,S2_baseline_r01,synthetic_reference
173.0,0.85284,S2_baseline_r01,synthetic_reference
174.0,0.85265,S2_baseline_r01,synthetic_reference
175.0,0.85202,S2_baseline_r01,synthetic_reference
176.0,0.84991,S2_baseline_r01,synthetic_reference
177.0,0.85021,S2_baseline_r01,synthetic_reference
178.0,0.84705,S2_baseline_r01,synthetic_reference
179.0,0.8454,S2_baseline_r01,synthetic_reference
180.0,0.84574,S2_baseline_r01,synthetic_reference
181.0,0.84454,S2_baseline_r01,synthetic_reference
182.0,0.84421,S2_baseline_r01,synthetic_reference
183.0,0.83945,S2_baseline_r01,synthetic_reference
184.0,0.83807,S2_baseline_r01,synthetic_reference
185.0,0.83959,S2_baseline_r01,synthetic_reference
186.0,0.83895,S2_baseline_r01,synthetic_reference
187.0,0.83327,S2_baseline_r01,synthetic_reference
188.0,0.83467,S2_baseline_r01,synthetic_reference
189.0,0.83386,S2_baseline_r01,synthetic_reference
190.0,0.83248,S2_baseline_r01,synthetic_reference
191.0,0.82767,S2_baseline_r01,synthetic_reference
192.0,0.83288,S2_baseline_r01,synthetic_reference
193.0,0.8275,S2_baseline_r01,synthetic_reference
194.0,0.82832,S2_baseline_r01,synthetic_reference
195.0,0.82484,S2_baseline_r01,synthetic_reference
196.0,0.8258,S2_baseline_r01,synthetic_reference
197.0,0.82447,S2_baseline_r01,synthetic_reference
198.0,0.82731,S2_baseline_r01,synthetic_reference
199.0,0.8206,S2_baseline_r01,synthetic_reference
200.0,0.82208,S2_baseline_r01,synthetic_reference
201.0,0.81946,S2_baseline_r01,synthetic_reference
202.0,0.82119,S2_baseline_r01,synthetic_reference
203.0,0.82346,S2_baseline_r01,synthetic_reference
204.0,0.82067,S2_baseline_r01,synthetic_reference
205.0,0.81525,S2_baseline_r01,synthetic_reference
206.0,0.81895,S2_baseline_r01,synthetic_reference
207.0,0.81466,S2_baseline_r01,synthetic_reference
208.0,0.82385,S2_baseline_r01,synthetic_reference
209.0,0.81307,S2_baseline_r01,synthetic_reference
210.0,0.81413,S2_baseline_r01,synthetic_reference
