t_s,availability,run_id,data_origin
0.0,0.99557,S3_baseline_r06,synthetic_reference
1.0,0.99871,S3_baseline_r06,synthetic_reference
2.0,1.0,S3_baseline_r06,synthetic_reference
3.0,0.99934,S3_baseline_r06,synthetic_reference
4.0,0.99992,S3_baseline_r06,synthetic_reference
5.0,0.99919,S3_baseline_r06,synthetic_reference
6.0,1.0,S3_baseline_r06,synthetic_reference
7.0,0.99729,S3_baseline_r06,synthetic_reference
8.0,0.9985,S3_baseline_r06,synthetic_reference
9.0,0.99773,S3_baseline_r06,synthetic_reference
10.0,0.99693,S3_baseline_r06,synthetic_reference
11.0,0.99623,S3_baseline_r06,synthetic_reference
12.0,0.99825,S3_baseline_r06,synthetic_reference
13.0,0.99834,S3_baseline_r06,synthetic_reference
14.0,1.0,S3_baseline_r06,synthetic_reference
15.0,1.0,S3_baseline_r06,synthetic_reference
16.0,0.99629,S3_baseline_r06,synthetic_reference
17.0,0.99894,S3_baseline_r06,synthetic_reference
18.0,1.0,S3_baseline_r06,synthetic_reference
19.0,1.0,S3_baseline_r06,synthetic_reference
20.0,0.99884,S3_baseline_r06,synthetic_reference
21.0,1.0,S3_baseline_r06,synthetic_reference
22.0,1.0,S3_baseline_r06,synthetic_reference
23.0,0.99766,S3_baseline_r06,synthetic_reference
24.0,0.99672,S3_baseline_r06,synthetic_reference
25.0,0.99741,S3_baseline_r06,synthetic_reference
26.0,1.0,S3_baseline_r06,synthetic_reference
27.0,1.0,S3_baseline_r06,synthetic_reference
28.0,0.99937,S3_baseline_r06,synthetic_reference
29.0,1.0,S3_baseline_r06,synthetic_reference
30.0,1.0,S3_baseline_r06,synthetic_reference
31.0,0.9963,S3_baseline_r06,synthetic_reference
32.0,0.99654,S3_baseline_r06,synthetic_reference
33.0,1.0,S3_baseline_r06,synthetic_reference
34.0,0.99832,S3_baseline_r06,synthetic_reference
35.0,0.99761,S3_baseline_r06,synthetic_reference
36.0,0.9982,S3_baseline_r06,synthetic_reference
37.0,0.99753,S3_baseline_r06,synthetic_reference
38.0,0.99786,S3_baseline_r06,synthetic_reference
39.0,1.0,S3_baseline_r06,synthetic_reference
40.0,0.99978,S3_baseline_r06,synthetic_reference
41.0,0.99732,S3_baseline_r06,synthetic_reference
42.0,0.99251,S3_baseline_r06,synthetic_reference
43.0,1.0,S3_baseline_r06,synthetic_reference
44.0,0.99422,S3_baseline_r06,synthetic_reference
45.0,0.99728,S3_baseline_r06,synthetic_reference
46.0,1.0,S3_baseline_r06,synthetic_reference
47.0,0.99811,S3_baseline_r06,synthetic_reference
48.0,0.99991,S3_baseline_r06,synthetic_reference
49.0,0.99671,S3_baseline_r06,synthetic_reference
50.0,0.99602,S3_baseline_r06,synthetic_reference
51.0,1.0,S3_baseline_r06,synthetic_reference
52.0,0.99566,S3_baseline_r06,synthetic_reference
53.0,0.99892,S3_baseline_r06,synthetic_reference
54.0,1.0,S3_baseline_r06,synthetic_reference
55.0,0.99754,S3_baseline_r06,synthetic_reference
56.0,0.99735,S3_baseline_r06,synthetic_reference
