t_s,availability,run_id,data_origin
0.0,0.99515,S4_framework_r16,synthetic_reference
1.0,1.0,S4_framework_r16,synthetic_reference
2.0,0.99622,S4_framework_r16,synthetic_reference
3.0,1.0,S4_framework_r16,synthetic_reference
4.0,1.0,S4_framework_r16,synthetic_reference
5.0,0.99927,S4_framework_r16,synthetic_reference
6.0,1.0,S4_framework_r16,synthetic_reference
7.0,0.99974,S4_framework_r16,synthetic_reference
8.0,0.99676,S4_framework_r16,synthetic_reference
9.0,1.0,S4_framework_r16,synthetic_reference
10.0,1.0,S4_framework_r16,synthetic_reference
11.0,1.0,S4_framework_r16,synthetic_reference
12.0,0.9962,S4_framework_r16,synthetic_reference
13.0,1.0,S4_framework_r16,synthetic_reference
14.0,0.99829,S4_framework_r16,synthetic_reference
15.0,0.99655,S4_framework_r16,synthetic_reference
16.0,0.99664,S4_framework_r16,synthetic_reference
17.0,0.99953,S4_framework_r16,synthetic_reference
18.0,0.99856,S4_framework_r16,synthetic_reference
19.0,0.9971,S4_framework_r16,synthetic_reference
20.0,1.0,S4_framework_r16,synthetic_reference
21.0,1.0,S4_framework_r16,synthetic_reference
22.0,1.0,S4_framework_r16,synthetic_reference
23.0,0.99914,S4_framework_r16,synthetic_reference
24.0,0.99659,S4_framework_r16,synthetic_reference
25.0,0.99722,S4_framework_r16,synthetic_reference
26.0,1.0,S4_framework_r16,synthetic_reference
27.0,1.0,S4_framework_r16,synthetic_reference
28.0,1.0,S4_framework_r16,synthetic_reference
29.0,0.99367,S4_framework_r16,synthetic_reference
30.0,1.0,S4_framework_r16,synthetic_reference
31.0,1.0,S4_framework_r16,synthetic_reference
32.0,1.0,S4_framework_r16,synthetic_reference
33.0,0.99654,S4_framework_r16,synthetic_reference
34.0,1.0,S4_framework_r16,synthetic_reference
35.0,1.0,S4_framework_r16,synthetic_reference
36.0,1.0,S4_framework_r16,synthetic_reference
37.0,0.99925,S4_framework_r16,synthetic_reference
38.0,0.99918,S4_framework_r16,synthetic_reference
39.0,0.99905,S4_framework_r16,synthetic_reference
40.0,0.99883,S4_framework_r16,synthetic_reference
41.0,1.0,S4_framework_r16,synthetic_reference
42.0,0.99951,S4_framework_r16,synthetic_reference
43.0,0.99661,S4_framework_r16,synthetic_reference
44.0,0.99842,S4_framework_r16,synthetic_reference
45.0,0.99719,S4_framework_r16,synthetic_reference
46.0,0.99832,S4_framework_r16,synthetic_reference
47.0,0.99732,S4_framework_r16,synthetic_reference
48.0,1.0,S4_framework_r16,synthetic_reference
49.0,0.99519,S4_framework_r16,synthetic_reference
50.0,0.99859,S4_framework_r16,synthetic_reference
51.0,1.0,S4_framework_r16,synthetic_reference
52.0,0.99743,S4_framework_r16,synthetic_reference
53.0,0.99989,S4_framework_r16,synthetic_reference
54.0,0.99605,S4_framework_r16,synthetic_reference
55.0,0.99823,S4_framework_r16,synthetic_reference
56.0,0.9998,S4_framework_r16,synthetic_reference
57.0,0.99944,S4_framework_r16,synthetic_reference
58.0,0.99816,S4_framework_r16,synthetic_reference
59.0,0.99725,S4_framework_r16,synthetic_reference
60.0,1.0,S4_framework_r16,synthetic_reference
61.0,1.0,S4_framework_r16,synthetic_reference
62.0,0.9971,S4_framework_r16,synthetic_reference
63.0,1.0,S4_framework_r16,synthetic_reference
64.0,1.0,S4_framework_r16,synthetic_reference
65.0,1.0,S4_framework_r16,synthetic_reference
66.0,0.99619,S4_framework_r16,synthetic_reference
67.0,1.0,S4_framework_r16,synthetic_reference
68.0,0.99989,S4_framework_r16,synthetic_reference
69.0,0.99799,S4_framework_r16,synthetic_reference
70.0,0.99669,S4_framework_r16,synthetic_reference
71.0,0.99897,S4_framework_r16,synthetic_reference
72.0,0.99212,S4_framework_r16,synthetic_reference
