t_s,availability,run_id,data_origin
0.0,0.99764,S3_framework_r04,synthetic_reference
1.0,1.0,S3_framework_r04,synthetic_reference
2.0,1.0,S3_framework_r04,synthetic_reference
3.0,1.0,S3_framework_r04,synthetic_reference
4.0,0.99979,S3_framework_r04,synthetic_reference
5.0,0.99595,S3_framework_r04,synthetic_reference
6.0,0.99993,S3_framework_r04,synthetic_reference
7.0,0.99987,S3_framework_r04,synthetic_reference
8.0,1.0,S3_framework_r04,synthetic_reference
9.0,1.0,S3_framework_r04,synthetic_reference
10.0,1.0,S3_framework_r04,synthetic_reference
11.0,1.0,S3_framework_r04,synthetic_reference
12.0,0.99852,S3_framework_r04,synthetic_reference
13.0,0.99988,S3_framework_r04,synthetic_reference
14.0,1.0,S3_framework_r04,synthetic_reference
15.0,0.99767,S3_framework_r04,synthetic_reference
16.0,0.99571,S3_framework_r04,synthetic_reference
17.0,1.0,S3_framework_r04,synthetic_reference
18.0,1.0,S3_framework_r04,synthetic_reference
19.0,0.99368,S3_framework_r04,synthetic_reference
20.0,0.99994,S3_framework_r04,synthetic_reference
21.0,0.99688,S3_framework_r04,synthetic_reference
22.0,0.99985,S3_framework_r04,synthetic_reference
23.0,0.9985,S3_framework_r04,synthetic_reference
24.0,0.99964,S3_framework_r04,synthetic_reference
25.0,0.99947,S3_framework_r04,synthetic_reference
26.0,0.99589,S3_framework_r04,synthetic_reference
27.0,0.9941,S3_framework_r04,synthetic_reference
28.0,0.99665,S3_framework_r04,synthetic_reference
29.0,0.99941,S3_framework_r04,synthetic_reference
30.0,0.99698,S3_framework_r04,synthetic_reference
31.0,0.99825,S3_framework_r04,synthetic_reference
32.0,0.99978,S3_framework_r04,synthetic_reference
33.0,0.99606,S3_framework_r04,synthetic_reference
34.0,0.99677,S3_framework_r04,synthetic_reference
35.0,0.99671,S3_framework_r04,synthetic_reference
36.0,1.0,S3_framework_r04,synthetic_reference
37.0,1.0,S3_framework_r04,synthetic_reference
38.0,0.99984,S3_framework_r04,synthetic_reference
39.0,1.0,S3_framework_r04,synthetic_reference
40.0,1.0,S3_framework_r04,synthetic_reference
41.0,1.0,S3_framework_r04,synthetic_reference
42.0,0.99409,S3_framework_r04,synthetic_reference
43.0,1.0,S3_framework_r04,synthetic_reference
44.0,0.99844,S3_framework_r04,synthetic_reference
45.0,0.99891,S3_framework_r04,synthetic_reference
46.0,0.99799,S3_framework_r04,synthetic_reference
47.0,0.99976,S3_framework_r04,synthetic_reference
48.0,0.99344,S3_framework_r04,synthetic_reference
49.0,1.0,S3_framework_r04,synthetic_reference
50.0,0.99904,S3_framework_r04,synthetic_reference
51.0,0.99872,S3_framework_r04,synthetic_reference
