t_s,availability,run_id,data_origin
0.0,0.99821,S2_baseline_r07,synthetic_reference
1.0,0.99919,S2_baseline_r07,synthetic_reference
2.0,0.99789,S2_baseline_r07,synthetic_reference
3.0,1.0,S2_baseline_r07,synthetic_reference
4.0,0.99367,S2_baseline_r07,synthetic_reference
5.0,0.99986,S2_baseline_r07,synthetic_reference
6.0,1.0,S2_baseline_r07,synthetic_reference
7.0,1.0,S2_baseline_r07,synthetic_reference
8.0,0.99381,S2_baseline_r07,synthetic_reference
9.0,1.0,S2_baseline_r07,synthetic_reference
10.0,1.0,S2_baseline_r07,synthetic_reference
11.0,0.99817,S2_baseline_r07,synthetic_reference
12.0,0.99671,S2_baseline_r07,synthetic_reference
13.0,1.0,S2_baseline_r07,synthetic_reference
14.0,0.99946,S2_baseline_r07,synthetic_reference
15.0,0.99987,S2_baseline_r07,synthetic_reference
16.0,0.99933,S2_baseline_r07,synthetic_reference
17.0,0.99498,S2_baseline_r07,synthetic_reference
18.0,0.99641,S2_baseline_r07,synthetic_reference
19.0,1.0,S2_baseline_r07,synthetic_reference
20.0,0.99757,S2_baseline_r07,synthetic_reference
21.0,1.0,S2_baseline_r07,synthetic_reference
22.0,0.99626,S2_baseline_r07,synthetic_reference
23.0,0.99965,S2_baseline_r07,synthetic_reference
24.0,0.99687,S2_baseline_r07,synthetic_reference
25.0,1.0,S2_baseline_r07,synthetic_reference
26.0,0.99825,S2_baseline_r07,synthetic_reference
27.0,0.99606,S2_baseline_r07,synthetic_reference
28.0,0.99813,S2_baseline_r07,synthetic_reference
29.0,0.99504,S2_baseline_r07,synthetic_reference
30.0,1.0,S2_baseline_r07,synthetic_reference
31.0,0.99957,S2_baseline_r07,synthetic_reference
32.0,0.99544,S2_baseline_r07,synthetic_reference
33.0,1.0,S2_baseline_r07,synthetic_reference
34.0,0.99846,S2_baseline_r07,synthetic_reference
35.0,1.0,S2_baseline_r07,synthetic_reference
36.0,0.99902,S2_baseline_r07,synthetic_reference
37.0,0.99937,S2_baseline_r07,synthetic_reference
38.0,0.99815,S2_baseline_r07,synthetic_reference
39.0,0.99685,S2_baseline_r07,synthetic_reference
40.0,0.99827,S2_baseline_r07,synthetic_reference
41.0,0.99803,S2_baseline_r07,synthetic_reference
42.0,0.99842,S2_baseline_r07,synthetic_reference
43.0,0.995,S2_baseline_r07,synthetic_reference
44.0,0.99744,S2_baseline_r07,synthetic_reference
45.0,0.99622,S2_baseline_r07,synthetic_reference
46.0,0.99962,S2_baseline_r07,synthetic_reference
47.0,0.99715,S2_baseline_r07,synthetic_reference
48.0,0.99785,S2_baseline_r07,synthetic_reference
49.0,0.99774,S2_baseline_r07,synthetic_reference
50.0,1.0,S2_baseline_r07,synthetic_reference
51.0,0.99928,S2_baseline_r07,synthetic_reference
52.0,1.0,S2_baseline_r07,synthetic_reference
53.0,0.99824,S2_baseline_r07,synthetic_reference
54.0,0.99997,S2_baseline_r07,synthetic_reference
