t_s,availability,run_id,data_origin
0.0,0.99639,S1_baseline_r19,synthetic_reference
1.0,0.99622,S1_baseline_r19,synthetic_reference
2.0,1.0,S1_baseline_r19,synthetic_reference
3.0,0.99742,S1_baseline_r19,synthetic_reference
4.0,1.0,S1_baseline_r19,synthetic_reference
5.0,1.0,S1_baseline_r19,synthetic_reference
6.0,1.0,S1_baseline_r19,synthetic_reference
7.0,0.99802,S1_baseline_r19,synthetic_reference
8.0,0.99984,S1_baseline_r19,synthetic_reference
9.0,0.99484,S1_baseline_r19,synthetic_reference
10.0,0.99551,S1_baseline_r19,synthetic_reference
11.0,0.999,S1_baseline_r19,synthetic_reference
12.0,1.0,S1_baseline_r19,synthetic_reference
13.0,0.99877,S1_baseline_r19,synthetic_reference
14.0,1.0,S1_baseline_r19,synthetic_reference
15.0,1.0,S1_baseline_r19,synthetic_reference
16.0,0.99848,S1_baseline_r19,synthetic_reference
17.0,0.99745,S1_baseline_r19,synthetic_reference
18.0,1.0,S1_baseline_r19,synthetic_reference
19.0,0.99707,S1_baseline_r19,synthetic_reference
20.0,0.99869,S1_baseline_r19,synthetic_reference
21.0,0.99597,S1_baseline_r19,synthetic_reference
22.0,0.99685,S1_baseline_r19,synthetic_reference
23.0,0.99496,S1_baseline_r19,synthetic_reference
24.0,0.99867,S1_baseline_r19,synthetic_reference
25.0,0.99947,S1_baseline_r19,synthetic_reference
26.0,1.0,S1_baseline_r19,synthetic_reference
27.0,0.99811,S1_baseline_r19,synthetic_reference
28.0,0.99643,S1_baseline_r19,synthetic_reference
29.0,1.0,S1_baseline_r19,synthetic_reference
30.0,0.99511,S1_baseline_r19,synthetic_reference
31.0,0.99888,S1_baseline_r19,synthetic_reference
32.0,0.99832,S1_baseline_r19,synthetic_reference
33.0,0.9981,S1_baseline_r19,synthetic_reference
34.0,0.99605,S1_baseline_r19,synthetic_reference
35.0,1.0,S1_baseline_r19,synthetic_reference
36.0,0.99779,S1_baseline_r19,synthetic_reference
37.0,1.0,S1_baseline_r19,synthetic_reference
38.0,0.9994,S1_baseline_r19,synthetic_reference
39.0,0.99915,S1_baseline_r19,synthetic_reference
40.0,1.0,S1_baseline_r19,synthetic_reference
41.0,1.0,S1_baseline_r19,synthetic_reference
42.0,1.0,S1_baseline_r19,synthetic_reference
43.0,1.0,S1_baseline_r19,synthetic_reference
44.0,0.99737,S1_baseline_r19,synthetic_reference
45.0,1.0,S1_baseline_r19,synthetic_reference
46.0,0.99743,S1_baseline_r19,synthetic_reference
