t_s,availability,run_id,data_origin
0.0,1.0,S3_baseline_r11,synthetic_reference
1.0,1.0,S3_baseline_r11,synthetic_reference
2.0,1.0,S3_baseline_r11,synthetic_reference
3.0,0.99763,S3_baseline_r11,synthetic_reference
4.0,0.99606,S3_baseline_r11,synthetic_reference
5.0,0.99804,S3_baseline_r11,synthetic_reference
6.0,1.0,S3_baseline_r11,synthetic_reference
7.0,1.0,S3_baseline_r11,synthetic_reference
8.0,1.0,S3_baseline_r11,synthetic_reference
9.0,1.0,S3_baseline_r11,synthetic_reference
10.0,1.0,S3_baseline_r11,synthetic_reference
11.0,0.99967,S3_baseline_r11,synthetic_reference
12.0,1.0,S3_baseline_r11,synthetic_reference
13.0,1.0,S3_baseline_r11,synthetic_reference
14.0,0.9976,S3_baseline_r11,synthetic_reference
15.0,0.9978,S3_baseline_r11,synthetic_reference
16.0,0.99839,S3_baseline_r11,synthetic_reference
17.0,0.99833,S3_baseline_r11,synthetic_reference
18.0,1.0,S3_baseline_r11,synthetic_reference
19.0,0.99904,S3_baseline_r11,synthetic_reference
20.0,0.99871,S3_baseline_r11,synthetic_reference
21.0,0.99937,S3_baseline_r11,synthetic_reference
22.0,1.0,S3_baseline_r11,synthetic_reference
23.0,0.9979,S3_baseline_r11,synthetic_reference
24.0,0.99654,S3_baseline_r11,synthetic_reference
25.0,0.9993,S3_baseline_r11,synthetic_reference
26.0,0.99966,S3_baseline_r11,synthetic_reference
27.0,0.99898,S3_baseline_r11,synthetic_reference
28.0,0.99551,S3_baseline_r11,synthetic_reference
29.0,0.99898,S3_baseline_r11,synthetic_reference
30.0,0.99656,S3_baseline_r11,synthetic_reference
31.0,0.99772,S3_baseline_r11,synthetic_reference
32.0,0.9996,S3_baseline_r11,synthetic_reference
33.0,0.99726,S3_baseline_r11,synthetic_reference
34.0,0.99862,S3_baseline_r11,synthetic_reference
35.0,0.99561,S3_baseline_r11,synthetic_reference
36.0,1.0,S3_baseline_r11,synthetic_reference
37.0,0.99531,S3_baseline_r11,synthetic_reference
38.0,1.0,S3_baseline_r11,synthetic_reference
39.0,0.99508,S3_baseline_r11,synthetic_reference
40.0,1.0,S3_baseline_r11,synthetic_reference
41.0,0.99726,S3_baseline_r11,synthetic_reference
42.0,0.99841,S3_baseline_r11,synthetic_reference
43.0,1.0,S3_baseline_r11,synthetic_reference
44.0,0.99924,S3_baseline_r11,synthetic_reference
45.0,1.0,S3_baseline_r11,synthetic_reference
46.0,1.0,S3_baseline_r11,synthetic_reference
47.0,1.0,S3_baseline_r11,synthetic_reference
48.0,0.99591,S3_baseline_r11,synthetic_reference
49.0,1.0,S3_baseline_r11,synthetic_reference
50.0,0.99577,S3_baseline_r11,synthetic_reference
51.0,0.99484,S3_baseline_r11,synthetic_reference
52.0,0.99665,S3_baseline_r11,synthetic_reference
53.0,0.99984,S3_baseline_r11,synthetic_reference
54.0,1.0,S3_baseline_r11,synthetic_reference
55.0,1.0,S3_baseline_r11,synthetic_reference
56.0,0.99765,S3_baseline_r11,synthetic_reference
57.0,0.99434,S3_baseline_r11,synthetic_reference
58.0,1.0,S3_baseline_r11,synthetic_reference
59.0,0.99793,S3_baseline_r11,synthetic_reference
60.0,0.99754,S3_baseline_r11,synthetic_reference
61.0,1.0,S3_baseline_r11,synthetic_reference
62.0,0.99677,S3_baseline_r11,synthetic_reference
63.0,0.99742,S3_baseline_r11,synthetic_reference
64.0,0.99859,S3_baseline_r11,synthetic_reference
