t_s,availability,run_id,data_origin
0.0,0.99717,S1_baseline_r06,synthetic_reference
1.0,0.99314,S1_baseline_r06,synthetic_reference
2.0,0.99469,S1_baseline_r06,synthetic_reference
3.0,1.0,S1_baseline_r06,synthetic_reference
4.0,1.0,S1_baseline_r06,synthetic_reference
5.0,1.0,S1_baseline_r06,synthetic_reference
6.0,0.99832,S1_baseline_r06,synthetic_reference
7.0,1.0,S1_baseline_r06,synthetic_reference
8.0,1.0,S1_baseline_r06,synthetic_reference
9.0,0.99643,S1_baseline_r06,synthetic_reference
10.0,1.0,S1_baseline_r06,synthetic_reference
11.0,0.99624,S1_baseline_r06,synthetic_reference
12.0,0.99813,S1_baseline_r06,synthetic_reference
13.0,0.99698,S1_baseline_r06,synthetic_reference
14.0,1.0,S1_baseline_r06,synthetic_reference
15.0,0.9996,S1_baseline_r06,synthetic_reference
16.0,0.99544,S1_baseline_r06,synthetic_reference
17.0,1.0,S1_baseline_r06,synthetic_reference
18.0,0.99913,S1_baseline_r06,synthetic_reference
19.0,0.99578,S1_baseline_r06,synthetic_reference
20.0,0.9976,S1_baseline_r06,synthetic_reference
21.0,0.99842,S1_baseline_r06,synthetic_reference
22.0,0.99383,S1_baseline_r06,synthetic_reference
23.0,0.99819,S1_baseline_r06,synthetic_reference
24.0,1.0,S1_baseline_r06,synthetic_reference
25.0,1.0,S1_baseline_r06,synthetic_reference
26.0,0.99539,S1_baseline_r06,synthetic_reference
27.0,1.0,S1_baseline_r06,synthetic_reference
28.0,1.0,S1_baseline_r06,synthetic_reference
29.0,0.99776,S1_baseline_r06,synthetic_reference
30.0,1.0,S1_baseline_r06,synthetic_reference
31.0,0.99701,S1_baseline_r06,synthetic_reference
32.0,1.0,S1_baseline_r06,synthetic_reference
33.0,0.99819,S1_baseline_r06,synthetic_reference
34.0,0.99545,S1_baseline_r06,synthetic_reference
35.0,0.99972,S1_baseline_r06,synthetic_reference
36.0,0.99661,S1_baseline_r06,synthetic_reference
37.0,0.9972,S1_baseline_r06,synthetic_reference
38.0,0.99664,S1_baseline_r06,synthetic_reference
39.0,1.0,S1_baseline_r06,synthetic_reference
40.0,0.99738,S1_baseline_r06,synthetic_reference
41.0,0.99823,S1_baseline_r06,synthetic_reference
42.0,0.99666,S1_baseline_r06,synthetic_reference
43.0,1.0,S1_baseline_r06,synthetic_reference
44.0,0.99406,S1_baseline_r06,synthetic_reference
45.0,1.0,S1_baseline_r06,synthetic_reference
46.0,0.99741,S1_baseline_r06,synthetic_reference
47.0,1.0,S1_baseline_r06,synthetic_reference
48.0,1.0,S1_baseline_r06,synthetic_reference
49.0,0.99572,S1_baseline_r06,synthetic_reference
50.0,0.99879,S1_baseline_r06,synthetic_reference
