t_s,availability,run_id,data_origin
0.0,1.0,S3_framework_r19,synthetic_reference
1.0,1.0,S3_framework_r19,synthetic_reference
2.0,0.99953,S3_framework_r19,synthetic_reference
3.0,0.99465,S3_framework_r19,synthetic_reference
4.0,0.9971,S3_framework_r19,synthetic_reference
5.0,1.0,S3_framework_r19,synthetic_reference
6.0,1.0,S3_framework_r19,synthetic_reference
7.0,1.0,S3_framework_r19,synthetic_reference
8.0,0.99905,S3_framework_r19,synthetic_reference
9.0,0.99804,S3_framework_r19,synthetic_reference
10.0,0.99783,S3_framework_r19,synthetic_reference
11.0,0.99578,S3_framework_r19,synthetic_reference
12.0,0.99614,S3_framework_r19,synthetic_reference
13.0,0.99997,S3_framework_r19,synthetic_reference
14.0,0.99727,S3_framework_r19,synthetic_reference
15.0,0.99845,S3_framework_r19,synthetic_reference
16.0,1.0,S3_framework_r19,synthetic_reference
17.0,0.99622,S3_framework_r19,synthetic_reference
18.0,0.99648,S3_framework_r19,synthetic_reference
19.0,0.99819,S3_framework_r19,synthetic_reference
20.0,0.99951,S3_framework_r19,synthetic_reference
21.0,0.99931,S3_framework_r19,synthetic_reference
22.0,1.0,S3_framework_r19,synthetic_reference
23.0,0.99926,S3_framework_r19,synthetic_reference
24.0,0.99884,S3_framework_r19,synthetic_reference
25.0,1.0,S3_framework_r19,synthetic_reference
26.0,0.99743,S3_framework_r19,synthetic_reference
27.0,0.99822,S3_framework_r19,synthetic_reference
28.0,1.0,S3_framework_r19,synthetic_reference
29.0,0.99691,S3_framework_r19,synthetic_reference
30.0,0.9987,S3_framework_r19,synthetic_reference
31.0,0.9993,S3_framework_r19,synthetic_reference
32.0,1.0,S3_framework_r19,synthetic_reference
33.0,0.99785,S3_framework_r19,synthetic_reference
34.0,0.99792,S3_framework_r19,synthetic_reference
35.0,0.99379,S3_framework_r19,synthetic_reference
36.0,1.0,S3_framework_r19,synthetic_reference
37.0,0.99702,S3_framework_r19,synthetic_reference
38.0,0.99937,S3_framework_r19,synthetic_reference
39.0,0.99568,S3_framework_r19,synthetic_reference
40.0,1.0,S3_framework_r19,synthetic_reference
41.0,1.0,S3_framework_r19,synthetic_reference
42.0,0.99754,S3_framework_r19,synthetic_reference
43.0,0.99817,S3_framework_r19,synthetic_reference
44.0,1.0,S3_framework_r19,synthetic_reference
45.0,0.99881,S3_framework_r19,synthetic_reference
46.0,0.99689,S3_framework_r19,synthetic_reference
47.0,1.0,S3_framework_r19,synthetic_reference
48.0,0.99929,S3_framework_r19,synthetic_reference
49.0,1.0,S3_framework_r19,synthetic_reference
50.0,1.0,S3_framework_r19,synthetic_reference
51.0,0.99935,S3_framework_r19,synthetic_reference
52.0,0.99705,S3_framework_r19,synthetic_reference
53.0,1.0,S3_framework_r19,synthetic_reference
54.0,0.99948,S3_framework_r19,synthetic_reference
55.0,0.9992,S3_framework_r19,synthetic_reference
56.0,0.99823,S3_framework_r19,synthetic_reference
57.0,1.0,S3_framework_r19,synthetic_reference
58.0,0.99938,S3_framework_r19,synthetic_reference
59.0,0.99847,S3_framework_r19,synthetic_reference
60.0,0.99595,S3_framework_r19,synthetic_reference
61.0,0.99811,S3_framework_r19,synthetic_reference
62.0,1.0,S3_framework_r19,synthetic_reference
63.0,0.99946,S3_framework_r19,synthetic_reference
64.0,0.99425,S3_framework_r19,synthetic_reference
65.0,1.0,S3_framework_r19,synthetic_reference
66.0,0.99816,S3_framework_r19,synthetic_reference
67.0,0.99821,S3_framework_r19,synthetic_reference
68.0,1.0,S3_framework_r19,synthetic_reference
69.0,1.0,S3_framework_r19,synthetic_reference
70.0,0.9987,S3_framework_r19,synthetic_reference
71.0,1.0,S3_framework_r19,synthetic_reference
72.0,1.0,S3_framework_r19,synthetic_reference
73.0,0.99524,S3_framework_r19,synthetic_reference
74.0,1.0,S3_framework_r19,synthetic_reference
75.0,0.9978,S3_framework_r19,synthetic_reference
76.0,1.0,S3_framework_r19,synthetic_reference
77.0,1.0,S3_framework_r19,synthetic_reference
78.0,0.99876,S3_framework_r19,synthetic_reference
79.0,0.99661,S3_framework_r19,synthetic_reference
80.0,1.0,S3_framework_r19,synthetic_reference
81.0,0.99773,S3_framework_r19,synthetic_reference
82.0,0.9979,S3_framework_r19,synthetic_reference
83.0,0.99621,S3_framework_r19,synthetic_reference
84.0,0.99713,S3_framework_r19,synthetic_reference
85.0,0.99632,S3_framework_r19,synthetic_reference
86.0,0.99801,S3_framework_r19,synthetic_reference
87.0,1.0,S3_framework_r19,synthetic_reference
88.0,1.0,S3_framework_r19,synthetic_reference
89.0,0.99797,S3_framework_r19,synthetic_reference
90.0,0.99854,S3_framework_r19,synthetic_reference
91.0,0.99992,S3_framework_r19,synthetic_reference
92.0,0.99959,S3_framework_r19,synthetic_reference
93.0,1.0,S3_framework_r19,synthetic_reference
94.0,1.0,S3_framework_r19,synthetic_reference
95.0,0.99774,S3_framework_r19,synthetic_reference
96.0,0.99994,S3_framework_r19,synthetic_reference
97.0,0.99992,S3_framework_r19,synthetic_reference
98.0,0.99457,S3_framework_r19,synthetic_reference
99.0,1.0,S3_framework_r19,synthetic_reference
100.0,0.99584,S3_framework_r19,synthetic_reference
101.0,1.0,S3_framework_r19,synthetic_reference
102.0,0.99779,S3_framework_r19,synthetic_reference
103.0,0.99122,S3_framework_r19,synthetic_reference
104.0,1.0,S3_framework_r19,synthetic_reference
105.0,0.99713,S3_framework_r19,synthetic_reference
106.0,0.99921,S3_framework_r19,synthetic_reference
107.0,1.0,S3_framework_r19,synthetic_reference
108.0,1.0,S3_framework_r19,synthetic_reference
109.0,0.99561,S3_framework_r19,synthetic_reference
110.0,0.99631,S3_framework_r19,synthetic_reference
111.0,0.99525,S3_framework_r19,synthetic_reference
112.0,1.0,S3_framework_r19,synthetic_reference
113.0,1.0,S3_framework_r19,synthetic_reference
114.0,1.0,S3_framework_r19,synthetic_reference
115.0,0.99715,S3_framework_r19,synthetic_reference
116.0,0.99925,S3_framework_r19,synthetic_reference
117.0,0.99895,S3_framework_r19,synthetic_reference
118.0,0.99976,S3_framework_r19,synthetic_reference
119.0,0.99892,S3_framework_r19,synthetic_reference
120.0,1.0,S3_framework_r19,synthetic_reference
121.0,0.95792,S3_framework_r19,synthetic_reference
122.0,0.91941,S3_framework_r19,synthetic_reference
123.0,0.88708,S3_framework_r19,synthetic_reference
124.0,0.86418,S3_framework_r19,synthetic_reference
125.0,0.83556,S3_framework_r19,synthetic_reference
126.0,0.81319,S3_framework_r19,synthetic_reference
127.0,0.79235,S3_framework_r19,synthetic_reference
128.0,0.76694,S3_framework_r19,synthetic_reference
129.0,0.75174,S3_framework_r19,synthetic_reference
130.0,0.73536,S3_framework_r19,synthetic_reference
131.0,0.72629,S3_framework_r19,synthetic_reference
132.0,0.71346,S3_framework_r19,synthetic_reference
133.0,0.69778,S3_framework_r19,synthetic_reference
134.0,0.68399,S3_framework_r19,synthetic_reference
135.0,0.67785,S3_framework_r19,synthetic_reference
136.0,0.66434,S3_framework_r19,synthetic_reference
137.0,0.65841,S3_framework_r19,synthetic_reference
138.0,0.65455,S3_framework_r19,synthetic_reference
139.0,0.64817,S3_framework_r19,synthetic_reference
140.0,0.63829,S3_framework_r19,synthetic_reference
141.0,0.63466,S3_framework_r19,synthetic_reference
142.0,0.63012,S3_framework_r19,synthetic_reference
143.0,0.62669,S3_framework_r19,synthetic_reference
144.0,0.62345,S3_framework_r19,synthetic_reference
145.0,0.62048,S3_framework_r19,synthetic_reference
146.0,0.61324,S3_framework_r19,synthetic_reference
147.0,0.61172,S3_framework_r19,synthetic_reference
148.0,0.61373,S3_framework_r19,synthetic_reference
149.0,0.60782,S3_framework_r19,synthetic_reference
150.0,0.6075,S3_framework_r19,synthetic_reference
151.0,0.60091,S3_framework_r19,synthetic_reference
152.0,0.60109,S3_framework_r19,synthetic_reference
153.0,0.59864,S3_framework_r19,synthetic_reference
154.0,0.60077,S3_framework_r19,synthetic_reference
155.0,0.59381,S3_framework_r19,synthetic_reference
156.0,0.59869,S3_framework_r19,synthetic_reference
157.0,0.59683,S3_framework_r19,synthetic_reference
158.0,0.59817,S3_framework_r19,synthetic_reference
159.0,0.59474,S3_framework_r19,synthetic_reference
160.0,0.60212,S3_framework_r19,synthetic_reference
161.0,0.59521,S3_framework_r19,synthetic_reference
162.0,0.5994,S3_framework_r19,synthetic_reference
163.0,0.60476,S3_framework_r19,synthetic_reference
164.0,0.60189,S3_framework_r19,synthetic_reference
165.0,0.60531,S3_framework_r19,synthetic_reference
