t_s,availability,run_id,data_origin
0.0,1.0,S1_baseline_r10,synthetic_reference
1.0,0.99944,S1_baseline_r10,synthetic_reference
2.0,1.0,S1_baseline_r10,synthetic_reference
3.0,1.0,S1_baseline_r10,synthetic_reference
4.0,0.99963,S1_baseline_r10,synthetic_reference
5.0,1.0,S1_baseline_r10,synthetic_reference
6.0,0.99702,S1_baseline_r10,synthetic_reference
7.0,0.99655,S1_baseline_r10,synthetic_reference
8.0,0.99835,S1_baseline_r10,synthetic_reference
9.0,1.0,S1_baseline_r10,synthetic_reference
10.0,0.99733,S1_baseline_r10,synthetic_reference
11.0,0.99574,S1_baseline_r10,synthetic_reference
12.0,1.0,S1_baseline_r10,synthetic_reference
13.0,0.99958,S1_baseline_r10,synthetic_reference
14.0,0.99853,S1_baseline_r10,synthetic_reference
15.0,1.0,S1_baseline_r10,synthetic_reference
16.0,0.99875,S1_baseline_r10,synthetic_reference
17.0,1.0,S1_baseline_r10,synthetic_reference
18.0,0.99655,S1_baseline_r10,synthetic_reference
19.0,1.0,S1_baseline_r10,synthetic_reference
20.0,0.99823,S1_baseline_r10,synthetic_reference
21.0,0.9968,S1_baseline_r10,synthetic_reference
22.0,1.0,S1_baseline_r10,synthetic_reference
23.0,0.99576,S1_baseline_r10,synthetic_reference
24.0,1.0,S1_baseline_r10,synthetic_reference
25.0,0.99701,S1_baseline_r10,synthetic_reference
26.0,1.0,S1_baseline_r10,synthetic_reference
27.0,0.99916,S1_baseline_r10,synthetic_reference
28.0,0.99775,S1_baseline_r10,synthetic_reference
29.0,1.0,S1_baseline_r10,synthetic_reference
30.0,0.99495,S1_baseline_r10,synthetic_reference
31.0,1.0,S1_baseline_r10,synthetic_reference
32.0,1.0,S1_baseline_r10,synthetic_reference
33.0,0.99888,S1_baseline_r10,synthetic_reference
34.0,1.0,S1_baseline_r10,synthetic_reference
35.0,1.0,S1_baseline_r10,synthetic_reference
36.0,1.0,S1_baseline_r10,synthetic_reference
37.0,0.99918,S1_baseline_r10,synthetic_reference
38.0,1.0,S1_baseline_r10,synthetic_reference
39.0,0.99904,S1_baseline_r10,synthetic_reference
40.0,0.99902,S1_baseline_r10,synthetic_reference
41.0,0.99944,S1_baseline_r10,synthetic_reference
42.0,0.99844,S1_baseline_r10,synthetic_reference
43.0,0.99909,S1_baseline_r10,synthetic_reference
44.0,1.0,S1_baseline_r10,synthetic_reference
45.0,1.0,S1_baseline_r10,synthetic_reference
46.0,0.99666,S1_baseline_r10,synthetic_reference
47.0,1.0,S1_baseline_r10,synthetic_reference
48.0,0.99824,S1_baseline_r10,synthetic_reference
49.0,1.0,S1_baseline_r10,synthetic_reference
50.0,0.99459,S1_baseline_r10,synthetic_reference
51.0,0.99899,S1_baseline_r10,synthetic_reference
52.0,1.0,S1_baseline_r10,synthetic_reference
53.0,1.0,S1_baseline_r10,synthetic_reference
54.0,0.99895,S1_baseline_r10,synthetic_reference
55.0,0.99771,S1_baseline_r10,synthetic_reference
56.0,0.99987,S1_baseline_r10,synthetic_reference
57.0,0.99981,S1_baseline_r10,synthetic_reference
58.0,0.99635,S1_baseline_r10,synthetic_reference
59.0,0.99732,S1_baseline_r10,synthetic_reference
60.0,1.0,S1_baseline_r10,synthetic_reference
61.0,1.0,S1_baseline_r10,synthetic_reference
62.0,0.99775,S1_baseline_r10,synthetic_reference
63.0,0.99761,S1_baseline_r10,synthetic_reference
64.0,1.0,S1_baseline_r10,synthetic_reference
65.0,0.99731,S1_baseline_r10,synthetic_reference
66.0,0.99619,S1_baseline_r10,synthetic_reference
67.0,1.0,S1_baseline_r10,synthetic_reference
68.0,0.9932,S1_baseline_r10,synthetic_reference
69.0,1.0,S1_baseline_r10,synthetic_reference
70.0,0.99767,S1_baseline_r10,synthetic_reference
71.0,1.0,S1_baseline_r10,synthetic_reference
72.0,0.99949,S1_baseline_r10,synthetic_reference
73.0,0.99581,S1_baseline_r10,synthetic_reference
74.0,1.0,S1_baseline_r10,synthetic_reference
75.0,0.99885,S1_baseline_r10,synthetic_reference
76.0,1.0,S1_baseline_r10,synthetic_reference
77.0,0.99957,S1_baseline_r10,synthetic_reference
78.0,1.0,S1_baseline_r10,synthetic_reference
79.0,0.99638,S1_baseline_r10,synthetic_reference
80.0,0.99869,S1_baseline_r10,synthetic_reference
81.0,0.99953,S1_baseline_r10,synthetic_reference
82.0,1.0,S1_baseline_r10,synthetic_reference
83.0,0.99865,S1_baseline_r10,synthetic_reference
84.0,0.99666,S1_baseline_r10,synthetic_reference
85.0,0.9988,S1_baseline_r10,synthetic_reference
86.0,0.9977,S1_baseline_r10,synthetic_reference
87.0,0.99975,S1_baseline_r10,synthetic_reference
88.0,0.99791,S1_baseline_r10,synthetic_reference
89.0,0.99502,S1_baseline_r10,synthetic_reference
90.0,0.99953,S1_baseline_r10,synthetic_reference
91.0,0.99781,S1_baseline_r10,synthetic_reference
