t_s,availability,run_id,data_origin
0.0,1.0,S4_baseline_r09,synthetic_reference
1.0,0.99236,S4_baseline_r09,synthetic_reference
2.0,1.0,S4_baseline_r09,synthetic_reference
3.0,0.99732,S4_baseline_r09,synthetic_reference
4.0,1.0,S4_baseline_r09,synthetic_reference
5.0,0.99815,S4_baseline_r09,synthetic_reference
6.0,0.99804,S4_baseline_r09,synthetic_reference
7.0,0.99621,S4_baseline_r09,synthetic_reference
8.0,0.99831,S4_baseline_r09,synthetic_reference
9.0,0.998,S4_baseline_r09,synthetic_reference
10.0,0.99924,S4_baseline_r09,synthetic_reference
11.0,1.0,S4_baseline_r09,synthetic_reference
12.0,1.0,S4_baseline_r09,synthetic_reference
13.0,0.99915,S4_baseline_r09,synthetic_reference
14.0,0.99729,S4_baseline_r09,synthetic_reference
15.0,0.99637,S4_baseline_r09,synthetic_reference
16.0,0.99944,S4_baseline_r09,synthetic_reference
17.0,1.0,S4_baseline_r09,synthetic_reference
18.0,0.99701,S4_baseline_r09,synthetic_reference
19.0,0.99795,S4_baseline_r09,synthetic_reference
20.0,1.0,S4_baseline_r09,synthetic_reference
21.0,0.9979,S4_baseline_r09,synthetic_reference
22.0,0.99617,S4_baseline_r09,synthetic_reference
23.0,0.99864,S4_baseline_r09,synthetic_reference
24.0,0.9967,S4_baseline_r09,synthetic_reference
25.0,0.99544,S4_baseline_r09,synthetic_reference
26.0,0.99813,S4_baseline_r09,synthetic_reference
27.0,1.0,S4_baseline_r09,synthetic_reference
28.0,0.99695,S4_baseline_r09,synthetic_reference
29.0,1.0,S4_baseline_r09,synthetic_reference
30.0,0.99788,S4_baseline_r09,synthetic_reference
31.0,0.99856,S4_baseline_r09,synthetic_reference
32.0,1.0,S4_baseline_r09,synthetic_reference
33.0,1.0,S4_baseline_r09,synthetic_reference
34.0,0.99927,S4_baseline_r09,synthetic_reference
35.0,0.99723,S4_baseline_r09,synthetic_reference
36.0,1.0,S4_baseline_r09,synthetic_reference
37.0,0.99812,S4_baseline_r09,synthetic_reference
38.0,0.99597,S4_baseline_r09,synthetic_reference
39.0,0.99915,S4_baseline_r09,synthetic_reference
40.0,1.0,S4_baseline_r09,synthetic_reference
41.0,0.99813,S4_baseline_r09,synthetic_reference
42.0,1.0,S4_baseline_r09,synthetic_reference
43.0,0.99678,S4_baseline_r09,synthetic_reference
44.0,1.0,S4_baseline_r09,synthetic_reference
45.0,0.99905,S4_baseline_r09,synthetic_reference
46.0,0.99614,S4_baseline_r09,synthetic_reference
47.0,0.99976,S4_baseline_r09,synthetic_reference
48.0,0.99773,S4_baseline_r09,synthetic_reference
49.0,0.99744,S4_baseline_r09,synthetic_reference
50.0,0.99812,S4_baseline_r09,synthetic_reference
51.0,0.99549,S4_baseline_r09,synthetic_reference
52.0,0.9984,S4_baseline_r09,synthetic_reference
53.0,1.0,S4_baseline_r09,synthetic_reference
54.0,0.99438,S4_baseline_r09,synthetic_reference
55.0,0.9985,S4_baseline_r09,synthetic_reference
56.0,0.99804,S4_baseline_r09,synthetic_reference
57.0,1.0,S4_baseline_r09,synthetic_reference
58.0,1.0,S4_baseline_r09,synthetic_reference
59.0,0.99968,S4_baseline_r09,synthetic_reference
60.0,0.99975,S4_baseline_r09,synthetic_reference
61.0,0.99668,S4_baseline_r09,synthetic_reference
62.0,0.99955,S4_baseline_r09,synthetic_reference
63.0,0.99878,S4_baseline_r09,synthetic_reference
64.0,0.99989,S4_baseline_r09,synthetic_reference
65.0,0.99838,S4_baseline_r09,synthetic_reference
66.0,0.99646,S4_baseline_r09,synthetic_reference
67.0,0.99909,S4_baseline_r09,synthetic_reference
