t_s,availability,run_id,data_origin
0.0,0.99595,S4_baseline_r10,synthetic_reference
1.0,0.9974,S4_baseline_r10,synthetic_reference
2.0,0.99587,S4_baseline_r10,synthetic_reference
3.0,0.99995,S4_baseline_r10,synthetic_reference
4.0,0.99861,S4_baseline_r10,synthetic_reference
5.0,0.9974,S4_baseline_r10,synthetic_reference
6.0,0.9955,S4_baseline_r10,synthetic_reference
7.0,0.99796,S4_baseline_r10,synthetic_reference
8.0,0.99745,S4_baseline_r10,synthetic_reference
9.0,1.0,S4_baseline_r10,synthetic_reference
10.0,0.99829,S4_baseline_r10,synthetic_reference
11.0,0.99759,S4_baseline_r10,synthetic_reference
12.0,0.99708,S4_baseline_r10,synthetic_reference
13.0,1.0,S4_baseline_r10,synthetic_reference
14.0,0.9979,S4_baseline_r10,synthetic_reference
15.0,0.99696,S4_baseline_r10,synthetic_reference
16.0,1.0,S4_baseline_r10,synthetic_reference
17.0,1.0,S4_baseline_r10,synthetic_reference
18.0,0.99994,S4_baseline_r10,synthetic_reference
19.0,1.0,S4_baseline_r10,synthetic_reference
20.0,0.99966,S4_baseline_r10,synthetic_reference
21.0,1.0,S4_baseline_r10,synthetic_reference
22.0,0.99908,S4_baseline_r10,synthetic_reference
23.0,1.0,S4_baseline_r10,synthetic_reference
24.0,1.0,S4_baseline_r10,synthetic_reference
25.0,0.99611,S4_baseline_r10,synthetic_reference
26.0,1.0,S4_baseline_r10,synthetic_reference
27.0,1.0,S4_baseline_r10,synthetic_reference
28.0,1.0,S4_baseline_r10,synthetic_reference
29.0,0.99826,S4_baseline_r10,synthetic_reference
30.0,0.9997,S4_baseline_r10,synthetic_reference
31.0,1.0,S4_baseline_r10,synthetic_reference
32.0,0.99749,S4_baseline_r10,synthetic_reference
33.0,0.99722,S4_baseline_r10,synthetic_reference
34.0,0.99878,S4_baseline_r10,synthetic_reference
35.0,0.9943,S4_baseline_r10,synthetic_reference
36.0,0.99825,S4_baseline_r10,synthetic_reference
37.0,0.99638,S4_baseline_r10,synthetic_reference
38.0,0.99991,S4_baseline_r10,synthetic_reference
39.0,0.99961,S4_baseline_r10,synthetic_reference
40.0,1.0,S4_baseline_r10,synthetic_reference
41.0,0.99821,S4_baseline_r10,synthetic_reference
42.0,0.99762,S4_baseline_r10,synthetic_reference
43.0,0.99814,S4_baseline_r10,synthetic_reference
44.0,1.0,S4_baseline_r10,synthetic_reference
45.0,0.99427,S4_baseline_r10,synthetic_reference
46.0,0.99968,S4_baseline_r10,synthetic_reference
47.0,1.0,S4_baseline_r10,synthetic_reference
48.0,0.99916,S4_baseline_r10,synthetic_reference
49.0,1.0,S4_baseline_r10,synthetic_reference
50.0,0.99891,S4_baseline_r10,synthetic_reference
51.0,0.99864,S4_baseline_r10,synthetic_reference
52.0,0.99941,S4_baseline_r10,synthetic_reference
53.0,0.99622,S4_baseline_r10,synthetic_reference
54.0,1.0,S4_baseline_r10,synthetic_reference
55.0,1.0,S4_baseline_r10,synthetic_reference
56.0,1.0,S4_baseline_r10,synthetic_reference
57.0,0.999,S4_baseline_r10,synthetic_reference
58.0,1.0,S4_baseline_r10,synthetic_reference
59.0,1.0,S4_baseline_r10,synthetic_reference
60.0,0.99606,S4_baseline_r10,synthetic_reference
61.0,0.99602,S4_baseline_r10,synthetic_reference
62.0,0.99601,S4_baseline_r10,synthetic_reference
63.0,1.0,S4_baseline_r10,synthetic_reference
64.0,0.9989,S4_baseline_r10,synthetic_reference
65.0,0.99818,S4_baseline_r10,synthetic_reference
66.0,0.99575,S4_baseline_r10,synthetic_reference
67.0,0.99677,S4_baseline_r10,synthetic_reference
68.0,0.99814,S4_baseline_r10,synthetic_reference
69.0,1.0,S4_baseline_r10,synthetic_reference
70.0,0.99994,S4_baseline_r10,synthetic_reference
71.0,1.0,S4_baseline_r10,synthetic_reference
72.0,1.0,S4_baseline_r10,synthetic_reference
73.0,0.99838,S4_baseline_r10,synthetic_reference
74.0,1.0,S4_baseline_r10,synthetic_reference
75.0,1.0,S4_baseline_r10,synthetic_reference
76.0,0.99384,S4_baseline_r10,synthetic_reference
77.0,0.99856,S4_baseline_r10,synthetic_reference
78.0,1.0,S4_baseline_r10,synthetic_reference
79.0,0.9981,S4_baseline_r10,synthetic_reference
80.0,0.99875,S4_baseline_r10,synthetic_reference
81.0,0.99726,S4_baseline_r10,synthetic_reference
82.0,0.99779,S4_baseline_r10,synthetic_reference
83.0,0.99904,S4_baseline_r10,synthetic_reference
84.0,1.0,S4_baseline_r10,synthetic_reference
85.0,1.0,S4_baseline_r10,synthetic_reference
86.0,0.99738,S4_baseline_r10,synthetic_reference
87.0,1.0,S4_baseline_r10,synthetic_reference
88.0,0.99723,S4_baseline_r10,synthetic_reference
89.0,1.0,S4_baseline_r10,synthetic_reference
90.0,1.0,S4_baseline_r10,synthetic_reference
91.0,0.99911,S4_baseline_r10,synthetic_reference
92.0,0.99719,S4_baseline_r10,synthetic_reference
93.0,0.99917,S4_baseline_r10,synthetic_reference
94.0,0.9978,S4_baseline_r10,synthetic_reference
95.0,1.0,S4_baseline_r10,synthetic_reference
96.0,1.0,S4_baseline_r10,synthetic_reference
97.0,0.99859,S4_baseline_r10,synthetic_reference
98.0,0.99829,S4_baseline_r10,synthetic_reference
99.0,1.0,S4_baseline_r10,synthetic_reference
100.0,1.0,S4_baseline_r10,synthetic_reference
101.0,0.99949,S4_baseline_r10,synthetic_reference
102.0,1.0,S4_baseline_r10,synthetic_reference
103.0,1.0,S4_baseline_r10,synthetic_reference
104.0,1.0,S4_baseline_r10,synthetic_reference
105.0,1.0,S4_baseline_r10,synthetic_reference
106.0,0.99929,S4_baseline_r10,synthetic_reference
107.0,1.0,S4_baseline_r10,synthetic_reference
108.0,1.0,S4_baseline_r10,synthetic_reference
109.0,0.99606,S4_baseline_r10,synthetic_reference
110.0,0.99791,S4_baseline_r10,synthetic_reference
111.0,0.99658,S4_baseline_r10,synthetic_reference
112.0,0.99658,S4_baseline_r10,synthetic_reference
113.0,0.99678,S4_baseline_r10,synthetic_reference
114.0,0.99812,S4_baseline_r10,synthetic_reference
115.0,0.99595,S4_baseline_r10,synthetic_reference
116.0,0.99843,S4_baseline_r10,synthetic_reference
117.0,1.0,S4_baseline_r10,synthetic_reference
118.0,0.99968,S4_baseline_r10,synthetic_reference
119.0,1.0,S4_baseline_r10,synthetic_reference
120.0,0.99888,S4_baseline_r10,synthetic_reference
121.0,0.99011,S4_baseline_r10,synthetic_reference
122.0,0.97772,S4_baseline_r10,synthetic_reference
123.0,0.96941,S4_baseline_r10,synthetic_reference
124.0,0.96433,S4_baseline_r10,synthetic_reference
