t_s,availability,run_id,data_origin
0.0,1.0,S3_baseline_r16,synthetic_reference
1.0,0.99341,S3_baseline_r16,synthetic_reference
2.0,1.0,S3_baseline_r16,synthetic_reference
3.0,0.99677,S3_baseline_r16,synthetic_reference
4.0,1.0,S3_baseline_r16,synthetic_reference
5.0,0.996,S3_baseline_r16,synthetic_reference
6.0,0.99755,S3_baseline_r16,synthetic_reference
7.0,1.0,S3_baseline_r16,synthetic_reference
8.0,0.99487,S3_baseline_r16,synthetic_reference
9.0,0.99669,S3_baseline_r16,synthetic_reference
10.0,1.0,S3_baseline_r16,synthetic_reference
11.0,1.0,S3_baseline_r16,synthetic_reference
12.0,1.0,S3_baseline_r16,synthetic_reference
13.0,1.0,S3_baseline_r16,synthetic_reference
14.0,0.99498,S3_baseline_r16,synthetic_reference
15.0,1.0,S3_baseline_r16,synthetic_reference
16.0,0.99883,S3_baseline_r16,synthetic_reference
17.0,0.998,S3_baseline_r16,synthetic_reference
18.0,1.0,S3_baseline_r16,synthetic_reference
19.0,0.998,S3_baseline_r16,synthetic_reference
20.0,1.0,S3_baseline_r16,synthetic_reference
21.0,1.0,S3_baseline_r16,synthetic_reference
22.0,0.99761,S3_baseline_r16,synthetic_reference
23.0,0.99427,S3_baseline_r16,synthetic_reference
24.0,0.99954,S3_baseline_r16,synthetic_reference
25.0,1.0,S3_baseline_r16,synthetic_reference
26.0,0.99818,S3_baseline_r16,synthetic_reference
27.0,0.99582,S3_baseline_r16,synthetic_reference
28.0,0.99978,S3_baseline_r16,synthetic_reference
29.0,0.99716,S3_baseline_r16,synthetic_reference
30.0,1.0,S3_baseline_r16,synthetic_reference
31.0,0.99898,S3_baseline_r16,synthetic_reference
32.0,0.99882,S3_baseline_r16,synthetic_reference
33.0,0.99691,S3_baseline_r16,synthetic_reference
34.0,1.0,S3_baseline_r16,synthetic_reference
35.0,1.0,S3_baseline_r16,synthetic_reference
36.0,0.9973,S3_baseline_r16,synthetic_reference
37.0,0.9987,S3_baseline_r16,synthetic_reference
38.0,0.99581,S3_baseline_r16,synthetic_reference
39.0,0.99873,S3_baseline_r16,synthetic_reference
40.0,0.99725,S3_baseline_r16,synthetic_reference
41.0,0.99628,S3_baseline_r16,synthetic_reference
42.0,1.0,S3_baseline_r16,synthetic_reference
43.0,1.0,S3_baseline_r16,synthetic_reference
44.0,0.99761,S3_baseline_r16,synthetic_reference
45.0,1.0,S3_baseline_r16,synthetic_reference
46.0,0.99821,S3_baseline_r16,synthetic_reference
47.0,0.99837,S3_baseline_r16,synthetic_reference
48.0,0.99631,S3_baseline_r16,synthetic_reference
49.0,0.99942,S3_baseline_r16,synthetic_reference
50.0,1.0,S3_baseline_r16,synthetic_reference
51.0,0.99997,S3_baseline_r16,synthetic_reference
52.0,0.99907,S3_baseline_r16,synthetic_reference
53.0,0.99838,S3_baseline_r16,synthetic_reference
54.0,0.9984,S3_baseline_r16,synthetic_reference
55.0,1.0,S3_baseline_r16,synthetic_reference
56.0,0.99432,S3_baseline_r16,synthetic_reference
57.0,0.99818,S3_baseline_r16,synthetic_reference
58.0,1.0,S3_baseline_r16,synthetic_reference
59.0,0.99832,S3_baseline_r16,synthetic_reference
60.0,1.0,S3_baseline_r16,synthetic_reference
61.0,1.0,S3_baseline_r16,synthetic_reference
62.0,1.0,S3_baseline_r16,synthetic_reference
63.0,0.99967,S3_baseline_r16,synthetic_reference
64.0,0.99617,S3_baseline_r16,synthetic_reference
65.0,0.99831,S3_baseline_r16,synthetic_reference
